@RELATION seacomp

@ATTRIBUTE player1 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden","undefined"}
@ATTRIBUTE player2 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden","undefined"}
@ATTRIBUTE player3 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden","undefined"}
@ATTRIBUTE player4 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden","undefined"}
@ATTRIBUTE player5 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden","undefined"}
@ATTRIBUTE class {"win","lose"}

@DATA
"Necrophos","Invoker","Nature'sProphet","Terrorblade","Juggernaut","lose"
"Morphling","WraithKing","Earthshaker","Slark","Mirana","win"
"Sven","Pudge","VengefulSpirit","SkywrathMage","Invoker","win"
"Mirana","Earthshaker","Pugna","Juggernaut","Disruptor","lose"
"Ursa","Huskar","Omniknight","Bristleback","PhantomAssassin","lose"
"Riki","LegionCommander","Invoker","Viper","Lion","win"
"PhantomAssassin","Axe","TrollWarlord","Tinker","ShadowFiend","win"
"Bane","WraithKing","Weaver","Sven","Luna","lose"
"Zeus","DrowRanger","Pudge","Sven","WinterWyvern","win"
"NyxAssassin","LegionCommander","CrystalMaiden","Riki","TrollWarlord","lose"
"Magnus","Spectre","SandKing","Disruptor","LegionCommander","win"
"Slark","Beastmaster","Omniknight","Pudge","Sven","lose"
"OutworldDevourer","PhantomAssassin","SpiritBreaker","LegionCommander","WitchDoctor","win"
"StormSpirit","Sven","SkywrathMage","Invoker","Viper","lose"
"ShadowFiend","PhantomAssassin","Undying","CentaurWarrunner","Slark","lose"
"Pudge","SandKing","Luna","Tinker","DrowRanger","win"
"PhantomLancer","Mirana","Lifestealer","Tiny","PhantomAssassin","win"
"Earthshaker","Slark","OgreMagi","Weaver","Axe","lose"
"DrowRanger","Zeus","Huskar","Pudge","Necrophos","win"
"Slardar","Juggernaut","PhantomAssassin","WraithKing","Anti-Mage","lose"
"Huskar","Invoker","Dazzle","Anti-Mage","KeeperoftheLight","win"
"Timbersaw","Pudge","Io","Alchemist","LegionCommander","lose"
"Juggernaut","Huskar","VengefulSpirit","ShadowFiend","Ursa","lose"
"Sven","Viper","DrowRanger","PhantomAssassin","DragonKnight","win"
"ShadowDemon","Kunkka","SkywrathMage","Spectre","DarkSeer","win"
"Jakiro","DrowRanger","Lina","Windranger","StormSpirit","lose"
"Enchantress","FacelessVoid","Huskar","Silencer","Broodmother","win"
"Sniper","ChaosKnight","Axe","Morphling","CentaurWarrunner","lose"
"Lifestealer","Juggernaut","Anti-Mage","Tinker","DrowRanger","lose"
"Lina","Slark","Mirana","Sven","LegionCommander","win"
"Axe","Tinker","Morphling","Earthshaker","Slark","win"
"Meepo","NyxAssassin","Anti-Mage","Gyrocopter","Batrider","lose"
"Earthshaker","Techies","LegionCommander","DragonKnight","FacelessVoid","win"
"Pudge","Tiny","Tinker","Mirana","Bloodseeker","lose"
"Sniper","DeathProphet","WraithKing","Riki","Mirana","win"
"Lion","Juggernaut","BountyHunter","Pudge","Huskar","lose"
"Earthshaker","Riki","PhantomAssassin","Morphling","Pudge","win"
"Techies","Timbersaw","Sniper","Anti-Mage","Bristleback","lose"
"Windranger","Juggernaut","Mirana","Lion","Pudge","win"
"Slark","Nature'sProphet","Dazzle","EmberSpirit","NightStalker","lose"
"Ursa","Pudge","Huskar","Sven","Pugna","win"
"Anti-Mage","LegionCommander","Invoker","Slark","PhantomLancer","lose"
"Bloodseeker","Lycan","Axe","PhantomAssassin","Lina","lose"
"Huskar","Sven","Clinkz","Pudge","Riki","win"
"CentaurWarrunner","Abaddon","Necrophos","Spectre","Invoker","win"
"DragonKnight","Mirana","Bristleback","Brewmaster","Luna","lose"
"Huskar","Alchemist","Meepo","SandKing","Invoker","lose"
"CrystalMaiden","Mirana","ShadowDemon","PhantomAssassin","DrowRanger","win"
"Invoker","Sniper","SandKing","Doom","DrowRanger","lose"
"Spectre","Lich","TemplarAssassin","Tidehunter","Jakiro","win"
"Gyrocopter","CrystalMaiden","Slark","Medusa","Lifestealer","win"
"WraithKing","Juggernaut","Enigma","Necrophos","Bloodseeker","lose"
"Slark","Timbersaw","Lion","Weaver","Bloodseeker","win"
"Pudge","Enigma","Broodmother","Alchemist","Riki","lose"
"Techies","LegionCommander","VengefulSpirit","Kunkka","DrowRanger","lose"
"Pudge","Windranger","Ursa","PhantomAssassin","Sniper","win"
"DrowRanger","PhantomAssassin","Invoker","Dazzle","PhantomLancer","win"
"TemplarAssassin","Weaver","Lifestealer","ShadowShaman","Juggernaut","lose"
"Timbersaw","Slark","Invoker","Phoenix","Io","lose"
"DrowRanger","Lion","OutworldDevourer","Pudge","FacelessVoid","win"
"Pudge","Huskar","Rubick","Puck","Slark","lose"
"Dazzle","DrowRanger","VengefulSpirit","Tidehunter","Invoker","win"
"DrowRanger","FacelessVoid","Terrorblade","LegionCommander","PhantomAssassin","lose"
"Juggernaut","Nature'sProphet","Lich","WraithKing","Luna","win"
"StormSpirit","PhantomLancer","Clinkz","PhantomAssassin","Gyrocopter","lose"
"LegionCommander","Sven","DeathProphet","Mirana","Axe","win"
"Alchemist","Bloodseeker","Invoker","Medusa","SpiritBreaker","lose"
"Axe","Slark","Omniknight","Abaddon","Kunkka","win"
"Sniper","Tusk","Tiny","PhantomAssassin","Sven","lose"
"PhantomLancer","WraithKing","Slark","Invoker","Rubick","win"
"Lina","Invoker","Timbersaw","Juggernaut","LegionCommander","lose"
"EarthSpirit","Mirana","WraithKing","Undying","StormSpirit","win"
"Slark","SandKing","Axe","CrystalMaiden","Invoker","lose"
"FacelessVoid","Juggernaut","QueenofPain","Pudge","Omniknight","win"
"Slardar","AncientApparition","Ursa","ShadowFiend","Pudge","lose"
"Spectre","Lifestealer","Huskar","Invoker","BountyHunter","win"
"PhantomAssassin","Tinker","Bristleback","CrystalMaiden","Riki","win"
"OgreMagi","Sven","Earthshaker","SpiritBreaker","Huskar","lose"
"Slark","Anti-Mage","Pudge","SandKing","Juggernaut","lose"
"Magnus","Spectre","DrowRanger","FacelessVoid","LegionCommander","win"
"NagaSiren","Clinkz","SkywrathMage","Huskar","Beastmaster","lose"
"LegionCommander","Riki","Sniper","SpiritBreaker","Axe","win"
"Bloodseeker","Sven","Windranger","Phoenix","Earthshaker","lose"
"CrystalMaiden","PhantomAssassin","Slark","Mirana","Bristleback","win"
"Axe","Silencer","PhantomAssassin","StormSpirit","Mirana","lose"
"Weaver","Magnus","Anti-Mage","DrowRanger","OgreMagi","win"
"Juggernaut","Windranger","PhantomAssassin","Meepo","Huskar","lose"
"Lich","ShadowFiend","Mirana","LegionCommander","Morphling","win"
"Lina","WraithKing","LegionCommander","DrowRanger","Rubick","win"
"DragonKnight","Earthshaker","TemplarAssassin","Pudge","ElderTitan","lose"
"NyxAssassin","PhantomAssassin","ShadowFiend","Rubick","Bristleback","lose"
"Pudge","Juggernaut","Invoker","DrowRanger","Terrorblade","win"
"OgreMagi","Dazzle","Juggernaut","PhantomAssassin","Tinker","win"
"Razor","TreantProtector","Mirana","Tiny","Luna","lose"
"DrowRanger","TrollWarlord","LegionCommander","NyxAssassin","Sven","win"
"Anti-Mage","Clinkz","Viper","PhantomAssassin","Nature'sProphet","lose"
"Tinker","Bane","Mirana","Nature'sProphet","FacelessVoid","lose"
"Tiny","Omniknight","WraithKing","VengefulSpirit","Alchemist","win"
"Huskar","Earthshaker","Doom","Medusa","Lina","lose"
"LegionCommander","Undying","Tinker","NightStalker","Omniknight","win"
"Slark","LegionCommander","Puck","SandKing","Ursa","lose"
"Medusa","Invoker","ShadowShaman","Juggernaut","Riki","win"
"Lich","Axe","Sven","StormSpirit","Riki","win"
"Silencer","Meepo","VengefulSpirit","Anti-Mage","DrowRanger","lose"
"Pudge","PhantomAssassin","Slardar","Enchantress","Mirana","lose"
"NightStalker","Terrorblade","Phoenix","LegionCommander","KeeperoftheLight","win"
"Axe","Bloodseeker","Necrophos","Sniper","LegionCommander","win"
"Huskar","Windranger","PhantomAssassin","Tinker","ChaosKnight","lose"
"Lifestealer","Venomancer","Tinker","Slardar","DrowRanger","win"
"Viper","NyxAssassin","LegionCommander","Slark","Mirana","lose"
"Anti-Mage","Mirana","SpiritBreaker","Timbersaw","Weaver","win"
"Pudge","Silencer","Invoker","DarkSeer","BountyHunter","lose"
"QueenofPain","AncientApparition","Tidehunter","Viper","Zeus","win"
"Invoker","Bane","Riki","OutworldDevourer","Sven","lose"
"KeeperoftheLight","Zeus","Axe","PhantomAssassin","Sven","win"
"Undying","FacelessVoid","Earthshaker","Lifestealer","Timbersaw","lose"
"DeathProphet","Medusa","Mirana","Spectre","Timbersaw","lose"
"Sniper","Necrophos","Axe","BountyHunter","LegionCommander","win"
"Tiny","Pudge","CrystalMaiden","Sven","Viper","win"
"DrowRanger","Lion","Broodmother","Slark","Huskar","lose"
"Lion","Slardar","Undying","Sniper","Gyrocopter","lose"
"Axe","Warlock","Sven","Tidehunter","Alchemist","win"
"EarthSpirit","ShadowFiend","PhantomAssassin","LegionCommander","Pudge","lose"
"Tinker","Anti-Mage","BountyHunter","WraithKing","Riki","win"
"undefined","Riki","undefined","undefined","undefined","win"
"undefined","undefined","undefined","undefined","undefined","lose"
"AncientApparition","Huskar","Venomancer","Pudge","Riki","win"
"Earthshaker","BountyHunter","Mirana","Ursa","Slardar","lose"
"Undying","Invoker","Windranger","Slark","DrowRanger","lose"
"Mirana","Sniper","CrystalMaiden","Beastmaster","Sven","win"
"Lina","Pudge","ChaosKnight","SpiritBreaker","Sniper","win"
"ShadowFiend","Lifestealer","Slark","Riki","Lion","lose"
"Riki","Timbersaw","Morphling","Zeus","PhantomAssassin","win"
"Sven","Sniper","PhantomLancer","Slark","Tusk","lose"
"OgreMagi","TrollWarlord","Bloodseeker","DarkSeer","KeeperoftheLight","win"
"Pudge","FacelessVoid","Doom","EmberSpirit","Viper","lose"
"StormSpirit","WraithKing","Tiny","PhantomAssassin","Anti-Mage","lose"
"Viper","Sniper","SkywrathMage","LegionCommander","DrowRanger","win"
"Riki","Sven","DeathProphet","Venomancer","PhantomAssassin","win"
"BountyHunter","Kunkka","Pudge","Lion","Windranger","lose"
"Timbersaw","Slardar","Huskar","LegionCommander","OgreMagi","win"
"Axe","Medusa","Mirana","Anti-Mage","Bloodseeker","lose"
"TrollWarlord","Slark","Weaver","PhantomAssassin","Pudge","lose"
"DrowRanger","LegionCommander","Bristleback","Mirana","BountyHunter","win"
"TemplarAssassin","PhantomAssassin","Warlock","ChaosKnight","Bloodseeker","win"
"Invoker","Tinker","PhantomLancer","LegionCommander","Juggernaut","lose"
"LegionCommander","DrowRanger","Timbersaw","Riki","EarthSpirit","win"
"Pudge","Ursa","Tusk","PhantomAssassin","Huskar","lose"
"Riki","Lion","Pudge","Mirana","Windranger","win"
"Invoker","Doom","PhantomLancer","ShadowFiend","Alchemist","lose"
"ChaosKnight","Lion","OgreMagi","QueenofPain","Slardar","lose"
"LegionCommander","Sven","Dazzle","Zeus","Spectre","win"
"Morphling","Juggernaut","DrowRanger","Venomancer","Slardar","lose"
"Pudge","Axe","Zeus","NyxAssassin","SpiritBreaker","win"
"Omniknight","Timbersaw","Slark","Riki","EmberSpirit","win"
"Juggernaut","DragonKnight","Slardar","Undying","Invoker","lose"
"Tinker","Omniknight","Sven","TreantProtector","Magnus","win"
"PhantomAssassin","Enigma","Earthshaker","Dazzle","Invoker","lose"
"Anti-Mage","DrowRanger","Timbersaw","ShadowDemon","Abaddon","lose"
"LegionCommander","Lion","DragonKnight","Silencer","PhantomAssassin","win"
"Windranger","Juggernaut","Necrophos","Pudge","Sven","win"
"Lifestealer","TrollWarlord","LegionCommander","Ursa","Enchantress","lose"
"Tiny","Mirana","Riki","Viper","Luna","win"
"Juggernaut","Earthshaker","Timbersaw","Pudge","Sniper","lose"
"VengefulSpirit","Sniper","Ursa","PhantomAssassin","Spectre","win"
"Pudge","Earthshaker","Sven","Slark","Mirana","lose"
"TreantProtector","PhantomAssassin","QueenofPain","Lina","Omniknight","lose"
"BountyHunter","Tinker","CrystalMaiden","Necrophos","Slark","win"
"Kunkka","Lion","Invoker","Windranger","Nature'sProphet","win"
"Weaver","PhantomAssassin","BountyHunter","Timbersaw","Pudge","lose"
"Meepo","Kunkka","Earthshaker","DrowRanger","Slardar","win"
"Tinker","Slark","Windranger","Axe","LegionCommander","lose"
"LegionCommander","OutworldDevourer","Rubick","NightStalker","Invoker","lose"
"Pudge","NyxAssassin","Mirana","Medusa","Timbersaw","win"
"Morphling","Mirana","Dazzle","Riki","PhantomAssassin","lose"
"LegionCommander","Kunkka","Huskar","Juggernaut","Lion","win"
"Necrophos","Puck","SpiritBreaker","Windranger","Riki","lose"
"DeathProphet","PhantomAssassin","Pudge","Sven","Huskar","win"
"StormSpirit","WinterWyvern","Pudge","NyxAssassin","Puck","win"
"Leshrac","DrowRanger","SpiritBreaker","Sniper","Mirana","lose"
"PhantomLancer","Magnus","Bloodseeker","Mirana","PhantomAssassin","lose"
"Silencer","ShadowShaman","SpiritBreaker","Invoker","Juggernaut","win"
"SpiritBreaker","Slark","Sven","Axe","ShadowShaman","win"
"Lina","PhantomLancer","PhantomAssassin","Earthshaker","Mirana","lose"
"Chen","VengefulSpirit","PhantomAssassin","Mirana","Warlock","lose"
"Medusa","DrowRanger","Timbersaw","ElderTitan","OgreMagi","win"
"Earthshaker","Mirana","Puck","Slark","AncientApparition","win"
"Morphling","Riki","KeeperoftheLight","Windranger","Huskar","lose"
"TreantProtector","Sniper","Juggernaut","Sven","Earthshaker","win"
"FacelessVoid","Mirana","Nature'sProphet","Necrophos","StormSpirit","lose"
"CrystalMaiden","Sniper","Kunkka","FacelessVoid","ShadowFiend","lose"
"DrowRanger","Invoker","KeeperoftheLight","Meepo","NyxAssassin","win"
"Windranger","Juggernaut","Pudge","Nature'sProphet","Mirana","lose"
"Necrophos","Alchemist","Riki","Lifestealer","Abaddon","win"
"Warlock","Jakiro","Huskar","ElderTitan","WinterWyvern","win"
"Lion","Juggernaut","Luna","Bristleback","Zeus","lose"
"Huskar","Meepo","WraithKing","PhantomAssassin","Pudge","lose"
"Terrorblade","StormSpirit","TrollWarlord","Ursa","Sven","win"
"Sven","Mirana","Weaver","Tiny","PhantomAssassin","lose"
"Slardar","Slark","Gyrocopter","Ursa","Clinkz","win"
"DrowRanger","StormSpirit","Slardar","Alchemist","BountyHunter","lose"
"Riki","Invoker","DragonKnight","SpiritBreaker","Bloodseeker","win"
"StormSpirit","Windranger","Silencer","Huskar","Medusa","win"
"FacelessVoid","Mirana","Invoker","Batrider","Techies","lose"
"Pudge","Bloodseeker","WraithKing","Windranger","NightStalker","win"
"PhantomAssassin","LoneDruid","Venomancer","SkywrathMage","Mirana","lose"
"undefined","LegionCommander","Nature'sProphet","EmberSpirit","Timbersaw","win"
"Axe","Magnus","Slark","Sniper","Medusa","lose"
"ChaosKnight","WinterWyvern","Zeus","Anti-Mage","Bloodseeker","lose"
"PhantomLancer","Lion","Luna","Juggernaut","Earthshaker","win"
"DrowRanger","Slardar","StormSpirit","Juggernaut","SandKing","lose"
"Medusa","PhantomAssassin","Tinker","LegionCommander","CrystalMaiden","win"
"Rubick","Clockwerk","ShadowFiend","Juggernaut","Clinkz","lose"
"Abaddon","ArcWarden","Magnus","Oracle","Pudge","win"
"Timbersaw","Clockwerk","Lion","CrystalMaiden","Kunkka","lose"
"Luna","PhantomAssassin","ShadowFiend","Anti-Mage","Sniper","win"
"PhantomAssassin","Lion","DeathProphet","Invoker","Juggernaut","lose"
"Warlock","SpiritBreaker","Alchemist","Bane","Axe","win"
"Axe","OgreMagi","BountyHunter","PhantomLancer","Phoenix","win"
"Riki","Pudge","Bloodseeker","Earthshaker","CrystalMaiden","lose"
"Axe","TemplarAssassin","SkywrathMage","Slark","Lich","win"
"Luna","Batrider","Pudge","Invoker","DrowRanger","lose"
"Lifestealer","PhantomAssassin","ShadowFiend","Anti-Mage","Axe","win"
"Earthshaker","Alchemist","Pudge","LegionCommander","Juggernaut","lose"
"Silencer","Huskar","Luna","Omniknight","Magnus","win"
"Juggernaut","Mirana","TreantProtector","Slark","LegionCommander","lose"
"Alchemist","Jakiro","PhantomLancer","Invoker","Sven","lose"
"SandKing","Bloodseeker","CrystalMaiden","FacelessVoid","Luna","win"
"Mirana","Axe","Kunkka","QueenofPain","Timbersaw","lose"
"Lion","Tidehunter","ShadowFiend","DrowRanger","VengefulSpirit","win"
"Lion","Sven","Slardar","Timbersaw","KeeperoftheLight","win"
"Juggernaut","Mirana","Jakiro","Leshrac","PhantomAssassin","lose"
"PhantomAssassin","Enigma","Axe","Spectre","Tidehunter","win"
"Bristleback","Clinkz","Sniper","Razor","Slark","lose"
"WitchDoctor","DrowRanger","Invoker","Pudge","Morphling","lose"
"DragonKnight","SandKing","PhantomAssassin","Kunkka","Tiny","win"
"LegionCommander","Ursa","Alchemist","QueenofPain","Sven","win"
"Disruptor","Bloodseeker","PhantomAssassin","ChaosKnight","Pudge","lose"
"Tinker","Lina","Kunkka","Slark","Mirana","lose"
"StormSpirit","Anti-Mage","Lion","Timbersaw","Oracle","win"
"Viper","ShadowShaman","Bristleback","QueenofPain","Juggernaut","lose"
"PhantomAssassin","Invoker","Omniknight","KeeperoftheLight","Medusa","win"
"FacelessVoid","OgreMagi","Razor","Pudge","DrowRanger","win"
"Slark","VengefulSpirit","Mirana","Tinker","Omniknight","lose"
"Phoenix","BountyHunter","ShadowFiend","LegionCommander","Juggernaut","lose"
"FacelessVoid","PhantomAssassin","Riki","Lifestealer","DrowRanger","win"
"Juggernaut","Sniper","Lich","Lion","Slark","win"
"Slardar","Pudge","Silencer","Mirana","Sven","lose"
"Medusa","Huskar","LegionCommander","Clockwerk","TrollWarlord","lose"
"Invoker","Bristleback","Sniper","Riki","Juggernaut","win"
"Slark","LegionCommander","SpiritBreaker","Windranger","KeeperoftheLight","win"
"Mirana","BountyHunter","ShadowFiend","Dazzle","PhantomAssassin","lose"
"Riki","DrowRanger","Enigma","Slark","Mirana","win"
"Sven","CrystalMaiden","BountyHunter","Sniper","Anti-Mage","lose"
"DrowRanger","VengefulSpirit","NightStalker","OgreMagi","Pudge","win"
"KeeperoftheLight","Windranger","Slark","Morphling","Invoker","lose"
"Slark","Windranger","Dazzle","PhantomAssassin","Kunkka","win"
"ShadowFiend","Nature'sProphet","Jakiro","Pudge","Pugna","lose"
"Omniknight","Phoenix","Spectre","LegionCommander","Tinker","win"
"Terrorblade","PhantomAssassin","Lion","EarthSpirit","Timbersaw","lose"
"Jakiro","Mirana","Lifestealer","Earthshaker","Timbersaw","lose"
"QueenofPain","Omniknight","PhantomAssassin","SkywrathMage","Nature'sProphet","win"
"Medusa","Dazzle","Pudge","Sniper","OgreMagi","lose"
"DrowRanger","Alchemist","Mirana","Rubick","PhantomAssassin","win"
"Zeus","Huskar","OgreMagi","Batrider","DrowRanger","win"
"CentaurWarrunner","ShadowFiend","Dazzle","Sven","Sniper","lose"
"Nature'sProphet","Timbersaw","Sniper","StormSpirit","PhantomAssassin","lose"
"Lifestealer","Lion","SandKing","Slark","Tinker","win"
"WraithKing","Invoker","Doom","Lifestealer","Mirana","lose"
"SpiritBreaker","Riki","Timbersaw","FacelessVoid","Tinker","win"
"ShadowFiend","Lifestealer","PhantomAssassin","ChaosKnight","Bloodseeker","win"
"Pudge","WraithKing","WitchDoctor","Sven","FacelessVoid","lose"
"Lion","NyxAssassin","OgreMagi","Windranger","Weaver","lose"
"Morphling","Sniper","Earthshaker","Spectre","KeeperoftheLight","win"
"Alchemist","DarkSeer","Slardar","TemplarAssassin","ShadowDemon","win"
"Sniper","Abaddon","OgreMagi","Lifestealer","Anti-Mage","lose"
"Sven","Pudge","PhantomAssassin","SpiritBreaker","Juggernaut","lose"
"Anti-Mage","Huskar","Venomancer","OutworldDevourer","TrollWarlord","win"
"Mirana","PhantomAssassin","Invoker","Riki","ShadowFiend","lose"
"Lion","Alchemist","CrystalMaiden","Sven","Kunkka","win"
"Huskar","BountyHunter","Meepo","Earthshaker","Oracle","lose"
"Kunkka","Venomancer","Tidehunter","Slark","Clinkz","win"
"Pudge","Sven","Bloodseeker","DragonKnight","DrowRanger","lose"
"TemplarAssassin","Huskar","SandKing","PhantomAssassin","WraithKing","win"
"Abaddon","Morphling","Juggernaut","Bloodseeker","Zeus","win"
"Razor","Huskar","Sniper","Phoenix","Lion","lose"
"Viper","Earthshaker","WraithKing","Bristleback","Mirana","lose"
"Pudge","Enigma","Necrophos","Juggernaut","Lion","win"
"Tinker","Tidehunter","WitchDoctor","Nature'sProphet","EmberSpirit","lose"
"Sniper","FacelessVoid","DrowRanger","VengefulSpirit","Puck","win"
"Tinker","Sven","WraithKing","Sniper","Anti-Mage","lose"
"PhantomAssassin","Bloodseeker","Lion","DrowRanger","NagaSiren","win"
"Windranger","Morphling","Lion","Timbersaw","Omniknight","lose"
"Rubick","Mirana","Slark","Riki","Pudge","win"
"SandKing","PhantomAssassin","Razor","Phoenix","Tidehunter","win"
"Sven","Nature'sProphet","Broodmother","NagaSiren","Lion","lose"
