@RELATION auscomp

@ATTRIBUTE player1 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden","undefined"}
@ATTRIBUTE player2 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden","undefined"}
@ATTRIBUTE player3 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden","undefined"}
@ATTRIBUTE player4 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden","undefined"}
@ATTRIBUTE player5 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden","undefined"}
@ATTRIBUTE class {"win","lose"}

@DATA
"Lifestealer","Invoker","Io","Pudge","Lion","lose"
"Slark","Windranger","FacelessVoid","Rubick","Axe","win"
"LegionCommander","Slark","OgreMagi","Techies","Pudge","win"
"Bloodseeker","Puck","DragonKnight","PhantomAssassin","Alchemist","lose"
"NyxAssassin","Invoker","DrowRanger","LegionCommander","Razor","win"
"Riki","Bane","Luna","Tiny","Medusa","lose"
"PhantomAssassin","Oracle","SandKing","PhantomLancer","Juggernaut","lose"
"FacelessVoid","Invoker","SkywrathMage","Kunkka","Tidehunter","win"
"Invoker","Oracle","PhantomLancer","AncientApparition","Timbersaw","lose"
"LegionCommander","Omniknight","DragonKnight","Lina","Undying","win"
"WraithKing","LegionCommander","SpiritBreaker","KeeperoftheLight","Lina","win"
"Lifestealer","Timbersaw","Morphling","Sniper","WitchDoctor","lose"
"PhantomAssassin","Invoker","Magnus","Techies","Sven","lose"
"LegionCommander","Slark","Lion","Phoenix","Tinker","win"
"CentaurWarrunner","Tiny","LegionCommander","AncientApparition","Bloodseeker","win"
"Ursa","Bristleback","Invoker","SpiritBreaker","Lifestealer","lose"
"Tinker","SkywrathMage","LegionCommander","Lion","Riki","win"
"Clinkz","EmberSpirit","Anti-Mage","Axe","DrowRanger","lose"
"PhantomAssassin","Terrorblade","LegionCommander","Slark","BountyHunter","win"
"NagaSiren","Clinkz","WinterWyvern","Mirana","Pudge","lose"
"Timbersaw","LoneDruid","Pudge","Tinker","Juggernaut","lose"
"Slark","LegionCommander","DarkSeer","Necrophos","Mirana","win"
"Terrorblade","Lion","Omniknight","Slark","Mirana","win"
"Ursa","Medusa","Viper","Bane","Techies","lose"
"ShadowDemon","StormSpirit","Axe","Mirana","DrowRanger","win"
"Medusa","PhantomAssassin","SandKing","Oracle","Morphling","lose"
"Bristleback","Medusa","Techies","Mirana","DrowRanger","lose"
"Lion","Invoker","SandKing","PhantomAssassin","Axe","win"
"Venomancer","Lina","ShadowFiend","DrowRanger","ShadowShaman","win"
"OgreMagi","Razor","VengefulSpirit","Phoenix","Juggernaut","lose"
"Rubick","Tinker","OgreMagi","Anti-Mage","Timbersaw","lose"
"Axe","QueenofPain","NyxAssassin","Tiny","Pugna","win"
"Morphling","Huskar","Clinkz","Rubick","FacelessVoid","lose"
"Pudge","VengefulSpirit","Lycan","DrowRanger","Axe","win"
"Slark","CrystalMaiden","Axe","Earthshaker","Sniper","lose"
"Timbersaw","WraithKing","DragonKnight","Leshrac","LegionCommander","win"
"Slark","FacelessVoid","LegionCommander","VengefulSpirit","EmberSpirit","lose"
"Morphling","Enigma","DrowRanger","Tidehunter","ElderTitan","win"
"Zeus","Nature'sProphet","Timbersaw","Windranger","Bloodseeker","lose"
"Lina","Rubick","Enchantress","Lion","CentaurWarrunner","win"
"Dazzle","Ursa","PhantomAssassin","Sven","LegionCommander","lose"
"Juggernaut","Techies","BountyHunter","Abaddon","Zeus","win"
"Oracle","NightStalker","DragonKnight","Spectre","ShadowFiend","lose"
"Invoker","Dazzle","Slardar","Bristleback","Ursa","win"
"Tiny","Tinker","Doom","Lina","PhantomAssassin","win"
"Kunkka","Juggernaut","Riki","NightStalker","DeathProphet","lose"
"NyxAssassin","Slardar","Sven","Sniper","FacelessVoid","win"
"Slark","Riki","Timbersaw","Dazzle","Puck","lose"
"FacelessVoid","PhantomLancer","Slark","Pudge","Windranger","lose"
"CrystalMaiden","Enigma","Warlock","Invoker","LegionCommander","win"
"Abaddon","Axe","LegionCommander","Earthshaker","Pugna","win"
"Disruptor","WitchDoctor","FacelessVoid","Windranger","TemplarAssassin","lose"
"Windranger","DragonKnight","LegionCommander","Sniper","Abaddon","win"
"Riki","Invoker","Juggernaut","SpiritBreaker","Disruptor","lose"
"CentaurWarrunner","Enigma","Spectre","SandKing","Windranger","lose"
"Timbersaw","Lifestealer","ArcWarden","BountyHunter","CrystalMaiden","win"
"Huskar","Juggernaut","Omniknight","Morphling","Ursa","win"
"Tidehunter","Kunkka","Slark","Riki","OgreMagi","lose"
"Juggernaut","Sniper","LegionCommander","Slark","Mirana","win"
"Huskar","Ursa","Bloodseeker","Pudge","Tidehunter","lose"
"LegionCommander","CrystalMaiden","Anti-Mage","StormSpirit","Gyrocopter","lose"
"Slark","Invoker","Riki","Mirana","Silencer","win"
"Brewmaster","Mirana","Tinker","WinterWyvern","Morphling","lose"
"PhantomAssassin","Silencer","Omniknight","Jakiro","Invoker","win"
"Invoker","undefined","LegionCommander","Anti-Mage","Timbersaw","win"
"Tusk","undefined","undefined","PhantomAssassin","WraithKing","lose"
"undefined","VengefulSpirit","undefined","undefined","Mirana","win"
"Beastmaster","undefined","Ursa","undefined","Magnus","lose"
"Clockwerk","Kunkka","ShadowDemon","Juggernaut","Clinkz","win"
"Slark","Sniper","TemplarAssassin","Axe","Oracle","lose"
"PhantomAssassin","Lina","Windranger","Riki","Silencer","win"
"Disruptor","EmberSpirit","Bane","Timbersaw","Mirana","lose"
"Juggernaut","LegionCommander","Venomancer","Lich","Slark","lose"
"Mirana","FacelessVoid","Kunkka","Lion","Medusa","win"
"Dazzle","Anti-Mage","Tiny","Axe","FacelessVoid","win"
"Sven","Omniknight","Juggernaut","Invoker","Pugna","lose"
"LegionCommander","SpiritBreaker","Techies","Morphling","PhantomAssassin","lose"
"Riki","Rubick","Sven","Io","Tiny","win"
"Invoker","Luna","Slark","Dazzle","Bloodseeker","win"
"FacelessVoid","Juggernaut","Enigma","DrowRanger","Timbersaw","lose"
"Invoker","Venomancer","Sniper","DrowRanger","FacelessVoid","lose"
"Lich","Juggernaut","ShadowFiend","Sven","Omniknight","win"
"Alchemist","Io","Lifestealer","Axe","CrystalMaiden","lose"
"LegionCommander","Zeus","PhantomAssassin","Gyrocopter","Windranger","win"
"Necrophos","Huskar","DrowRanger","Omniknight","Anti-Mage","lose"
"TemplarAssassin","VengefulSpirit","ShadowShaman","Axe","Pudge","win"
"Timbersaw","Anti-Mage","Zeus","Invoker","Pudge","lose"
"BountyHunter","SandKing","Windranger","LegionCommander","Kunkka","win"
"Riki","Lina","Windranger","Nature'sProphet","StormSpirit","win"
"DrowRanger","WraithKing","Invoker","Slark","Kunkka","lose"
"Morphling","Necrophos","Bristleback","Pugna","StormSpirit","win"
"Timbersaw","Leshrac","VengefulSpirit","LegionCommander","QueenofPain","lose"
"Earthshaker","Windranger","Io","Zeus","Abaddon","lose"
"Lion","DragonKnight","Tidehunter","Juggernaut","Sniper","win"
"Viper","Clinkz","VengefulSpirit","Venomancer","Invoker","win"
"CentaurWarrunner","Ursa","Rubick","Tiny","WitchDoctor","lose"
"Timbersaw","Axe","Slardar","Windranger","WinterWyvern","win"
"Juggernaut","NyxAssassin","Anti-Mage","Rubick","Pudge","lose"
"Necrophos","Pudge","Tiny","Juggernaut","ShadowFiend","lose"
"Riki","NightStalker","Lifestealer","Axe","PhantomAssassin","win"
"Kunkka","Pudge","PhantomLancer","Bane","WitchDoctor","lose"
"Sniper","Sven","ChaosKnight","Windranger","Invoker","win"
"Bristleback","DarkSeer","Timbersaw","Leshrac","Slark","lose"
"CrystalMaiden","Nature'sProphet","Sven","Tinker","FacelessVoid","win"
"Morphling","Invoker","Riki","PhantomAssassin","Pudge","win"
"Tinker","Lion","FacelessVoid","Axe","KeeperoftheLight","lose"
"FacelessVoid","Lich","Terrorblade","Pugna","Kunkka","win"
"Tiny","Nature'sProphet","Invoker","Timbersaw","Bloodseeker","lose"
"LegionCommander","Broodmother","NightStalker","Enigma","Lion","win"
"Bristleback","PhantomAssassin","ShadowShaman","Invoker","Lifestealer","lose"
"Mirana","Lina","Abaddon","AncientApparition","SpiritBreaker","win"
"Invoker","Omniknight","Alchemist","NyxAssassin","Anti-Mage","lose"
"Broodmother","Bristleback","Lina","Weaver","Huskar","win"
"Riki","TreantProtector","Bloodseeker","PhantomAssassin","SpiritBreaker","lose"
"Ursa","Omniknight","Axe","DragonKnight","DeathProphet","win"
"Tinker","PhantomAssassin","ShadowDemon","Timbersaw","DrowRanger","lose"
"QueenofPain","Riki","Sven","Timbersaw","WinterWyvern","lose"
"EmberSpirit","Juggernaut","Invoker","Ursa","Slark","win"
"DrowRanger","Pudge","FacelessVoid","Juggernaut","Dazzle","lose"
"Doom","Mirana","VengefulSpirit","Slark","Enchantress","win"
"Pudge","Bloodseeker","Zeus","Bristleback","Anti-Mage","lose"
"Invoker","Tinker","Slark","CrystalMaiden","Lifestealer","win"
"Rubick","Sven","Invoker","WraithKing","Clinkz","lose"
"Sniper","Weaver","Huskar","VengefulSpirit","Pudge","win"
"StormSpirit","SkywrathMage","CrystalMaiden","FacelessVoid","Sniper","win"
"Puck","LegionCommander","Slark","VengefulSpirit","DarkSeer","lose"
"FacelessVoid","Sven","DrowRanger","Oracle","ElderTitan","win"
"Slark","Alchemist","Dazzle","LegionCommander","Nature'sProphet","lose"
"Earthshaker","Sven","Axe","Rubick","LegionCommander","win"
"Omniknight","Kunkka","Lion","Juggernaut","DrowRanger","lose"
"Rubick","Slark","Invoker","LegionCommander","Lion","lose"
"SandKing","Clinkz","Windranger","Razor","Mirana","win"
"Disruptor","Morphling","Mirana","Timbersaw","Zeus","lose"
"FacelessVoid","KeeperoftheLight","Anti-Mage","Pudge","DrowRanger","win"
"DarkSeer","Omniknight","Huskar","Mirana","Alchemist","win"
"Clockwerk","DrowRanger","Medusa","Invoker","Lion","lose"
"WraithKing","Zeus","Slark","Bloodseeker","Invoker","win"
"SandKing","Dazzle","PhantomLancer","DrowRanger","Necrophos","lose"
"Tiny","Earthshaker","LegionCommander","Bloodseeker","Leshrac","lose"
"Axe","WinterWyvern","DrowRanger","Phoenix","ShadowFiend","win"
"Lina","Pudge","Tinker","DrowRanger","Mirana","lose"
"SkywrathMage","Axe","Sven","PhantomAssassin","Weaver","win"
"StormSpirit","Huskar","SandKing","Sven","PhantomAssassin","win"
"Tiny","Weaver","ShadowFiend","SpiritBreaker","BountyHunter","lose"
"ShadowFiend","Bane","Meepo","Axe","Pudge","lose"
"Juggernaut","PhantomAssassin","Mirana","StormSpirit","AncientApparition","win"
"Omniknight","PhantomAssassin","ArcWarden","DragonKnight","Kunkka","win"
"NyxAssassin","Nature'sProphet","Clinkz","Slark","Zeus","lose"
"DrowRanger","Axe","StormSpirit","Mirana","Riki","lose"
"VengefulSpirit","Undying","Timbersaw","Earthshaker","Juggernaut","win"
"ElderTitan","Juggernaut","Alchemist","CrystalMaiden","Necrophos","lose"
"Clinkz","Lycan","Undying","PhantomLancer","Nature'sProphet","win"
"Magnus","PhantomAssassin","Invoker","Sven","WitchDoctor","win"
"Luna","TemplarAssassin","Silencer","DarkSeer","Axe","lose"
"PhantomAssassin","Omniknight","Tinker","LegionCommander","Sven","win"
"Mirana","AncientApparition","ShadowDemon","Morphling","Timbersaw","lose"
"Morphling","CrystalMaiden","Pudge","SpiritBreaker","Invoker","win"
"Tusk","Bristleback","Windranger","BountyHunter","Sniper","lose"
"Timbersaw","DrowRanger","VengefulSpirit","WraithKing","Pudge","win"
"Luna","Abaddon","PhantomLancer","CrystalMaiden","PhantomAssassin","lose"
"CrystalMaiden","DrowRanger","DragonKnight","Invoker","Pudge","win"
"PhantomAssassin","Earthshaker","Huskar","Lion","OutworldDevourer","lose"
"undefined","undefined","WinterWyvern","undefined","undefined","win"
"undefined","undefined","undefined","undefined","undefined","lose"
"NightStalker","NagaSiren","Riki","Windranger","Disruptor","lose"
"LoneDruid","Ursa","Mirana","Pudge","Rubick","win"
"Dazzle","WraithKing","Necrophos","Anti-Mage","Puck","win"
"Lifestealer","Timbersaw","Doom","Slark","Lion","lose"
"Omniknight","Ursa","DarkSeer","LegionCommander","Mirana","win"
"SpiritBreaker","Lion","Tusk","StormSpirit","Lifestealer","lose"
"Lina","Bloodseeker","Rubick","Weaver","PhantomAssassin","lose"
"SkywrathMage","Zeus","WitchDoctor","Tidehunter","Enigma","win"
"Nature'sProphet","EmberSpirit","DragonKnight","Lion","Juggernaut","win"
"WraithKing","OgreMagi","SkywrathMage","Invoker","Riki","lose"
"Lion","Windranger","Rubick","Nature'sProphet","PhantomAssassin","lose"
"Visage","Venomancer","Weaver","Axe","Alchemist","win"
"Mirana","LegionCommander","CrystalMaiden","Slark","Timbersaw","win"
"Ursa","Windranger","Invoker","FacelessVoid","Riki","lose"
"FacelessVoid","WitchDoctor","Axe","Invoker","DragonKnight","lose"
"Phoenix","Medusa","CentaurWarrunner","Rubick","Sven","win"
"Juggernaut","ShadowFiend","CrystalMaiden","PhantomAssassin","Mirana","lose"
"Pudge","BountyHunter","Morphling","Invoker","Slark","win"
"WinterWyvern","VengefulSpirit","Gyrocopter","Juggernaut","QueenofPain","lose"
"FacelessVoid","Mirana","DragonKnight","DrowRanger","Phoenix","win"
"SkywrathMage","Rubick","Juggernaut","ShadowFiend","Doom","lose"
"Lifestealer","Zeus","Mirana","Spectre","VengefulSpirit","win"
"Mirana","Pudge","Abaddon","Axe","Doom","win"
"DeathProphet","Undying","Slark","EmberSpirit","Bane","lose"
"Silencer","WraithKing","SandKing","ShadowFiend","DarkSeer","win"
"Invoker","Jakiro","Razor","Slark","LegionCommander","lose"
"Invoker","Bristleback","Riki","Sven","Lina","win"
"Meepo","Slardar","SandKing","OgreMagi","PhantomAssassin","lose"
"BountyHunter","Gyrocopter","Omniknight","LegionCommander","Ursa","win"
"Tinker","Oracle","FacelessVoid","DeathProphet","WraithKing","lose"
"TrollWarlord","Slardar","Morphling","Windranger","Huskar","lose"
"Warlock","SpiritBreaker","Sniper","Juggernaut","PhantomAssassin","win"
"Pudge","FacelessVoid","EmberSpirit","Lina","AncientApparition","win"
"Spectre","Lion","Nature'sProphet","Invoker","SandKing","lose"
"Kunkka","FacelessVoid","Windranger","Doom","Juggernaut","lose"
"Zeus","CrystalMaiden","Sniper","DrowRanger","Axe","win"
"Chen","Windranger","ArcWarden","SkywrathMage","DrowRanger","win"
"Batrider","QueenofPain","BountyHunter","Slark","AncientApparition","lose"
"Tiny","AncientApparition","Invoker","Slark","Riki","lose"
"Spectre","Techies","Necrophos","TreantProtector","Bloodseeker","win"
"Lion","TemplarAssassin","Mirana","Rubick","DrowRanger","win"
"Invoker","Lifestealer","ShadowShaman","LegionCommander","DragonKnight","lose"
"Clockwerk","Venomancer","PhantomAssassin","Omniknight","Invoker","lose"
"DrowRanger","TemplarAssassin","Timbersaw","Lich","StormSpirit","win"
"Tinker","Slardar","Bristleback","WitchDoctor","Luna","lose"
"Omniknight","Pudge","Riki","Tiny","LegionCommander","win"
"Spectre","Nature'sProphet","ShadowShaman","LegionCommander","ShadowDemon","lose"
"Lifestealer","Pudge","Tinker","QueenofPain","Mirana","win"
"DrowRanger","EarthSpirit","Juggernaut","Mirana","Riki","lose"
"Lifestealer","Invoker","Alchemist","LegionCommander","PhantomAssassin","win"
"Timbersaw","Silencer","Anti-Mage","Lion","Mirana","lose"
"FacelessVoid","SandKing","Bane","Sven","Magnus","win"
"Zeus","SkywrathMage","Viper","Ursa","WitchDoctor","win"
"NightStalker","DrowRanger","PhantomAssassin","Lion","Huskar","lose"
"Lich","CrystalMaiden","Timbersaw","StormSpirit","Morphling","win"
"WitchDoctor","Mirana","Ursa","Pudge","Slark","lose"
"Bloodseeker","Earthshaker","Sniper","Lifestealer","Anti-Mage","win"
"Mirana","Pudge","FacelessVoid","Silencer","PhantomLancer","lose"
"Nature'sProphet","ArcWarden","Enigma","Riki","Slark","lose"
"BountyHunter","SpiritBreaker","Pudge","Lifestealer","Omniknight","win"
"Zeus","Tusk","EarthSpirit","Pudge","Anti-Mage","lose"
"FacelessVoid","Juggernaut","Windranger","Venomancer","Silencer","win"
"Lion","Juggernaut","Anti-Mage","ShadowShaman","LegionCommander","lose"
"Lifestealer","SpiritBreaker","Kunkka","CrystalMaiden","BountyHunter","win"
"Broodmother","Axe","Sniper","OgreMagi","Anti-Mage","win"
"Oracle","Juggernaut","LegionCommander","Tidehunter","Lifestealer","lose"
"Slark","TemplarAssassin","CrystalMaiden","SandKing","LegionCommander","lose"
"StormSpirit","DarkSeer","Tiny","Kunkka","Mirana","win"
"SandKing","Pudge","Weaver","Slark","Invoker","lose"
"PhantomAssassin","Lina","SpiritBreaker","Mirana","StormSpirit","win"
"Pudge","NightStalker","Bristleback","PhantomAssassin","Omniknight","win"
"Lifestealer","DragonKnight","Tinker","Anti-Mage","Slark","lose"
"Lina","DrowRanger","Windranger","LegionCommander","Pudge","lose"
"TrollWarlord","Axe","Beastmaster","Zeus","Sniper","win"
"Clinkz","Sniper","Anti-Mage","ArcWarden","Sven","lose"
"EmberSpirit","NightStalker","FacelessVoid","Pudge","PhantomAssassin","win"
"Anti-Mage","Slark","WraithKing","EarthSpirit","Ursa","lose"
"Mirana","FacelessVoid","Lion","Sven","Timbersaw","win"
"FacelessVoid","Axe","Invoker","Oracle","Tidehunter","lose"
"Magnus","Juggernaut","StormSpirit","DragonKnight","LegionCommander","win"
"Windranger","Silencer","Juggernaut","Rubick","Riki","win"
"Medusa","OgreMagi","BountyHunter","Tidehunter","Pudge","lose"
"Slark","VengefulSpirit","TemplarAssassin","CentaurWarrunner","Sniper","win"
"Magnus","Windranger","FacelessVoid","Rubick","ElderTitan","lose"
"Meepo","Sniper","Lion","TreantProtector","PhantomAssassin","lose"
"Lycan","Silencer","Sven","Mirana","Omniknight","win"
"Omniknight","ShadowFiend","Huskar","DrowRanger","Medusa","win"
"Necrophos","Axe","WraithKing","Juggernaut","Viper","lose"
"Tiny","Morphling","Lion","Clockwerk","LegionCommander","win"
"Windranger","Tinker","Alchemist","Dazzle","VengefulSpirit","lose"
"Kunkka","FacelessVoid","Anti-Mage","Riki","WinterWyvern","lose"
"VengefulSpirit","Phoenix","Bloodseeker","StormSpirit","Magnus","win"
"PhantomAssassin","Viper","Alchemist","BountyHunter","Techies","win"
"Riki","EarthSpirit","Anti-Mage","Sniper","Axe","lose"
"SkywrathMage","LegionCommander","Phoenix","Pudge","Slark","win"
"Clinkz","ShadowFiend","PhantomAssassin","SandKing","Dazzle","lose"
"Rubick","Clockwerk","BountyHunter","Timbersaw","Spectre","lose"
"Lycan","NyxAssassin","Pudge","Invoker","Anti-Mage","win"
"Riki","Lifestealer","Clinkz","PhantomLancer","Lion","win"
"Windranger","WitchDoctor","Luna","OutworldDevourer","FacelessVoid","lose"
"DrowRanger","Tinker","Enigma","Axe","Meepo","win"
"Mirana","LegionCommander","PhantomAssassin","BountyHunter","ShadowFiend","lose"
"FacelessVoid","ElderTitan","Enchantress","Morphling","Kunkka","win"
"NagaSiren","Invoker","ShadowDemon","Viper","OgreMagi","lose"
"Invoker","Juggernaut","Disruptor","EarthSpirit","NyxAssassin","lose"
"Luna","CentaurWarrunner","Rubick","ShadowFiend","Enigma","win"
"ShadowFiend","Slark","Brewmaster","AncientApparition","Lich","win"
"Zeus","Sniper","PhantomAssassin","Pudge","Viper","lose"
"Sven","Tinker","Lifestealer","PhantomAssassin","SandKing","win"
"Puck","Huskar","LoneDruid","Invoker","NightStalker","lose"
"LegionCommander","SkywrathMage","Phoenix","Weaver","Juggernaut","win"
"Ursa","Pudge","Invoker","Chen","Viper","lose"
"TemplarAssassin","SpiritBreaker","Rubick","Tiny","NyxAssassin","lose"
"Riki","Juggernaut","Luna","BountyHunter","Lifestealer","win"
"ShadowDemon","EarthSpirit","FacelessVoid","Luna","Alchemist","win"
"Anti-Mage","NyxAssassin","Invoker","Ursa","Mirana","lose"
"Necrophos","ShadowShaman","Invoker","LegionCommander","PhantomAssassin","lose"
"StormSpirit","Juggernaut","Anti-Mage","Bane","Pugna","win"
"Slark","Lion","FacelessVoid","Riki","DrowRanger","win"
"Morphling","OgreMagi","LegionCommander","Disruptor","Necrophos","lose"
"Ursa","Lion","Anti-Mage","Dazzle","Beastmaster","win"
"Huskar","LegionCommander","Rubick","WraithKing","Timbersaw","lose"
"Pudge","Ursa","Slardar","Clinkz","Omniknight","lose"
"PhantomAssassin","Lifestealer","WinterWyvern","BountyHunter","DrowRanger","win"
"Anti-Mage","Lion","Zeus","Timbersaw","Invoker","win"
"Medusa","WraithKing","FacelessVoid","Kunkka","Lifestealer","lose"
"WraithKing","Axe","Pudge","WinterWyvern","Lifestealer","lose"
"CentaurWarrunner","Ursa","CrystalMaiden","Invoker","Riki","win"
"Slark","Bane","BountyHunter","FacelessVoid","Pudge","lose"
"Ursa","Puck","DrowRanger","Riki","Mirana","win"
"Pudge","Luna","DarkSeer","WinterWyvern","Anti-Mage","win"
"Sniper","Invoker","Axe","Dazzle","Juggernaut","lose"
