@RELATION auscomp

@ATTRIBUTE player1 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden","undefined"}
@ATTRIBUTE player2 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden","undefined"}
@ATTRIBUTE player3 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden","undefined"}
@ATTRIBUTE player4 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden","undefined"}
@ATTRIBUTE player5 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden","undefined"}
@ATTRIBUTE class {"win","lose"}

@DATA
"PhantomLancer","DrowRanger","Timbersaw","Tinker","Lich","lose"
"Lina","SpiritBreaker","PhantomAssassin","Riki","TemplarAssassin","win"
"SandKing","Lifestealer","WitchDoctor","NyxAssassin","StormSpirit","lose"
"EmberSpirit","Lion","FacelessVoid","Pugna","ShadowFiend","win"
"TrollWarlord","Invoker","Nature'sProphet","Axe","LegionCommander","win"
"FacelessVoid","Magnus","Earthshaker","Lina","DrowRanger","lose"
"Zeus","Sniper","Rubick","Slark","Lycan","lose"
"Huskar","Tiny","Clinkz","PhantomAssassin","Ursa","win"
"Medusa","Magnus","Bane","Pudge","LegionCommander","win"
"TrollWarlord","Slark","Omniknight","Silencer","ShadowFiend","lose"
"DrowRanger","Morphling","Jakiro","Ursa","Invoker","lose"
"Luna","Mirana","PhantomAssassin","DeathProphet","Abaddon","win"
"WraithKing","Pugna","Nature'sProphet","Mirana","FacelessVoid","lose"
"Morphling","Puck","Omniknight","ArcWarden","SpiritBreaker","win"
"Luna","Anti-Mage","Silencer","FacelessVoid","Sniper","lose"
"PhantomAssassin","Bloodseeker","Lina","ShadowFiend","Axe","win"
"FacelessVoid","SpiritBreaker","Phoenix","DrowRanger","StormSpirit","win"
"Tiny","Axe","TrollWarlord","Huskar","Sniper","lose"
"Rubick","Earthshaker","WraithKing","Oracle","Invoker","win"
"WitchDoctor","Clinkz","Weaver","Slark","Abaddon","lose"
"Mirana","LegionCommander","Phoenix","CrystalMaiden","Morphling","win"
"Huskar","Tidehunter","Invoker","Juggernaut","Windranger","lose"
"FacelessVoid","SkywrathMage","CrystalMaiden","Invoker","Lion","win"
"Timbersaw","Disruptor","Morphling","Enchantress","WraithKing","lose"
"Tinker","Slark","ShadowDemon","Slardar","WitchDoctor","win"
"Zeus","Ursa","LegionCommander","FacelessVoid","SkywrathMage","lose"
"Tinker","VengefulSpirit","Nature'sProphet","DrowRanger","Terrorblade","lose"
"Pudge","Omniknight","Ursa","Riki","Clinkz","win"
"VengefulSpirit","Venomancer","OutworldDevourer","Sven","ShadowDemon","win"
"Io","Ursa","StormSpirit","Slark","LegionCommander","lose"
"Leshrac","Pudge","Zeus","EarthSpirit","Juggernaut","win"
"Mirana","Lifestealer","Silencer","Tidehunter","Puck","lose"
"NagaSiren","Necrophos","Bloodseeker","Invoker","Leshrac","lose"
"Spectre","OgreMagi","DrowRanger","Meepo","SandKing","win"
"Lifestealer","Juggernaut","Silencer","FacelessVoid","Mirana","win"
"Sniper","Ursa","Techies","Rubick","PhantomAssassin","lose"
"Lina","Bane","Tinker","ElderTitan","Morphling","lose"
"LegionCommander","Lion","Anti-Mage","Kunkka","SandKing","win"
"Anti-Mage","Axe","Necrophos","NightStalker","Slark","lose"
"Omniknight","Riki","Invoker","Timbersaw","PhantomAssassin","win"
"PhantomAssassin","Omniknight","Sniper","Invoker","Bloodseeker","win"
"Lion","CrystalMaiden","FacelessVoid","SkywrathMage","QueenofPain","lose"
"Riki","Silencer","SandKing","DrowRanger","Kunkka","win"
"Slark","Mirana","Batrider","Slardar","Dazzle","lose"
"Io","Bloodseeker","Invoker","LegionCommander","Kunkka","lose"
"Mirana","Abaddon","Lich","Pudge","WraithKing","win"
"PhantomAssassin","Zeus","Axe","DrowRanger","LegionCommander","win"
"NightStalker","Pudge","Spectre","FacelessVoid","Slark","lose"
"Invoker","Tusk","Mirana","Venomancer","Razor","win"
"Jakiro","EmberSpirit","Pudge","Timbersaw","Warlock","lose"
"Lifestealer","Necrophos","Bristleback","FacelessVoid","EmberSpirit","win"
"Windranger","Terrorblade","PhantomAssassin","Mirana","ElderTitan","lose"
"Disruptor","PhantomAssassin","Pugna","DrowRanger","Invoker","win"
"LegionCommander","WraithKing","Necrophos","TrollWarlord","CrystalMaiden","lose"
"StormSpirit","Clinkz","undefined","Pudge","PhantomAssassin","win"
"Techies","Juggernaut","Invoker","Nature'sProphet","Sven","lose"
"Pudge","Windranger","Terrorblade","ShadowShaman","Viper","lose"
"Clinkz","Spectre","Bristleback","Omniknight","Axe","win"
"ShadowDemon","Clinkz","Axe","Invoker","Anti-Mage","win"
"Earthshaker","Slark","Ursa","Lina","WraithKing","lose"
"Nature'sProphet","Sven","Sniper","Ursa","SpiritBreaker","win"
"Silencer","Axe","Bloodseeker","PhantomAssassin","TrollWarlord","lose"
"Tidehunter","Io","ChaosKnight","Lion","Slark","lose"
"Phoenix","Sven","QueenofPain","Viper","Dazzle","win"
"Lifestealer","CrystalMaiden","SpiritBreaker","DragonKnight","Mirana","lose"
"AncientApparition","FacelessVoid","DarkSeer","Clinkz","Juggernaut","win"
"Kunkka","PhantomAssassin","Windranger","Undying","Juggernaut","lose"
"Axe","Timbersaw","FacelessVoid","Sniper","Riki","win"
"Enigma","ShadowShaman","TrollWarlord","Lycan","Tiny","win"
"LegionCommander","Phoenix","Anti-Mage","Sniper","Dazzle","lose"
"Anti-Mage","LegionCommander","Sniper","FacelessVoid","EarthSpirit","lose"
"Lion","StormSpirit","Morphling","Doom","Axe","win"
"OutworldDevourer","NyxAssassin","PhantomAssassin","Oracle","Omniknight","win"
"Morphling","AncientApparition","FacelessVoid","Tidehunter","PhantomLancer","lose"
"Sven","FacelessVoid","CrystalMaiden","Juggernaut","OutworldDevourer","lose"
"Huskar","Spectre","ShadowShaman","Necrophos","Clinkz","win"
"LegionCommander","Slark","Sven","Windranger","StormSpirit","win"
"Necrophos","BountyHunter","Pudge","Riki","FacelessVoid","lose"
"Pudge","OgreMagi","VengefulSpirit","Slardar","LegionCommander","lose"
"Phoenix","Clinkz","Beastmaster","Axe","Lifestealer","win"
"Lion","Ursa","PhantomAssassin","Sniper","EmberSpirit","lose"
"AncientApparition","TemplarAssassin","Abaddon","SpiritBreaker","WraithKing","win"
"Axe","Riki","DrowRanger","Slark","LegionCommander","win"
"Sven","Anti-Mage","Timbersaw","SkywrathMage","BountyHunter","lose"
"Terrorblade","CrystalMaiden","Tinker","Tidehunter","Enigma","lose"
"Mirana","Kunkka","PhantomAssassin","KeeperoftheLight","CentaurWarrunner","win"
"Invoker","Oracle","Morphling","FacelessVoid","DrowRanger","win"
"Lion","Rubick","Batrider","Juggernaut","LegionCommander","lose"
"Axe","LegionCommander","Clinkz","Juggernaut","PhantomLancer","win"
"Earthshaker","Anti-Mage","Lion","Slark","Slardar","lose"
"Invoker","Riki","DarkSeer","LegionCommander","Axe","win"
"Gyrocopter","Anti-Mage","Juggernaut","Beastmaster","DrowRanger","lose"
"Morphling","Windranger","Enigma","FacelessVoid","QueenofPain","lose"
"OutworldDevourer","Slardar","PhantomAssassin","AncientApparition","Omniknight","win"
"LegionCommander","Puck","Timbersaw","Anti-Mage","Oracle","lose"
"Slark","Ursa","Zeus","StormSpirit","Sniper","win"
"LegionCommander","Anti-Mage","Axe","PhantomAssassin","NyxAssassin","lose"
"Phoenix","Huskar","Juggernaut","Slark","Tinker","win"
"Clinkz","Tidehunter","Earthshaker","LegionCommander","Necrophos","win"
"Omniknight","Puck","Bane","Huskar","TrollWarlord","lose"
"Anti-Mage","Alchemist","Chen","Clockwerk","Axe","win"
"LegionCommander","Sven","Riki","Pudge","Disruptor","lose"
"Slark","Oracle","CentaurWarrunner","Kunkka","Clinkz","win"
"StormSpirit","WraithKing","FacelessVoid","ElderTitan","Tinker","lose"
"Riki","CentaurWarrunner","Ursa","Lifestealer","Windranger","win"
"Razor","Slark","Earthshaker","Clinkz","Techies","lose"
"Riki","Alchemist","PhantomAssassin","TrollWarlord","Anti-Mage","win"
"Pudge","Lifestealer","DragonKnight","OutworldDevourer","Bane","lose"
"Invoker","Beastmaster","SpiritBreaker","Juggernaut","VengefulSpirit","win"
"WraithKing","NyxAssassin","CentaurWarrunner","DrowRanger","ShadowFiend","lose"
"Lion","NagaSiren","Pudge","Bloodseeker","Riki","win"
"DrowRanger","PhantomAssassin","EarthSpirit","Terrorblade","Ursa","lose"
"Doom","Viper","Pudge","NyxAssassin","Slark","win"
"Kunkka","PhantomAssassin","Alchemist","Invoker","Sniper","lose"
"Rubick","DrowRanger","Slark","Omniknight","CrystalMaiden","lose"
"Invoker","Axe","Lich","Riki","Juggernaut","win"
"WraithKing","PhantomAssassin","Huskar","Omniknight","NagaSiren","win"
"Slark","Nature'sProphet","Pudge","KeeperoftheLight","LegionCommander","lose"
"Medusa","DragonKnight","ShadowShaman","Dazzle","Juggernaut","lose"
"Sven","TemplarAssassin","Pudge","Riki","LegionCommander","win"
"VengefulSpirit","DrowRanger","Slark","ShadowDemon","LegionCommander","win"
"PhantomAssassin","Magnus","DragonKnight","WraithKing","Juggernaut","lose"
"Windranger","Silencer","PhantomAssassin","LoneDruid","Invoker","lose"
"Pudge","Venomancer","PhantomLancer","Magnus","Slark","win"
"CrystalMaiden","Juggernaut","Riki","Tidehunter","Lion","win"
"Clinkz","LegionCommander","Nature'sProphet","ShadowFiend","Dazzle","lose"
"Lion","Alchemist","FacelessVoid","AncientApparition","Zeus","lose"
"Timbersaw","WraithKing","Windranger","Mirana","Slark","win"
"Necrophos","Invoker","BountyHunter","Weaver","CentaurWarrunner","lose"
"PhantomAssassin","Lion","StormSpirit","Brewmaster","Pudge","win"
"Tinker","AncientApparition","Nature'sProphet","DrowRanger","PhantomAssassin","win"
"FacelessVoid","Spectre","Lion","TemplarAssassin","Timbersaw","lose"
"Medusa","WraithKing","Gyrocopter","Rubick","CentaurWarrunner","win"
"BountyHunter","Terrorblade","Puck","Lifestealer","FacelessVoid","lose"
"Undying","DrowRanger","SandKing","Timbersaw","SkywrathMage","win"
"Tidehunter","WraithKing","FacelessVoid","Nature'sProphet","Pudge","lose"
"BountyHunter","Zeus","SkywrathMage","Lifestealer","KeeperoftheLight","lose"
"LegionCommander","Bane","TrollWarlord","Pudge","Slark","win"
"Pudge","Pugna","Slark","Lion","Spectre","lose"
"VengefulSpirit","DrowRanger","Timbersaw","Razor","SpiritBreaker","win"
"WraithKing","Huskar","FacelessVoid","Doom","Nature'sProphet","lose"
"Enchantress","Slark","Sven","Timbersaw","Sniper","win"
"Omniknight","Kunkka","Pudge","Lina","Ursa","win"
"PhantomAssassin","Riki","LegionCommander","BountyHunter","Timbersaw","lose"
"Spectre","Tinker","DrowRanger","Enigma","Necrophos","win"
"Omniknight","Puck","Riki","Earthshaker","TemplarAssassin","lose"
"NagaSiren","OutworldDevourer","Venomancer","Pudge","Bloodseeker","lose"
"Morphling","Dazzle","PhantomAssassin","NyxAssassin","Slardar","win"
"DeathProphet","FacelessVoid","Tinker","AncientApparition","SandKing","win"
"Weaver","Brewmaster","EarthSpirit","Axe","Pudge","lose"
"Clinkz","CrystalMaiden","PhantomAssassin","Axe","Tidehunter","win"
"Ursa","Invoker","FacelessVoid","Techies","Pudge","lose"
"Sven","Omniknight","Mirana","ChaosKnight","NagaSiren","lose"
"Lion","LegionCommander","SpiritBreaker","PhantomLancer","ArcWarden","win"
"BountyHunter","Windranger","Ursa","Invoker","Lion","lose"
"CrystalMaiden","Pudge","Jakiro","Timbersaw","Riki","win"
"Juggernaut","Pudge","StormSpirit","BountyHunter","Lion","win"
"Tinker","Oracle","WraithKing","Mirana","FacelessVoid","lose"
"CrystalMaiden","Lycan","Windranger","Nature'sProphet","Batrider","lose"
"SandKing","Juggernaut","Morphling","NightStalker","Mirana","win"
"Rubick","Anti-Mage","Tiny","SpiritBreaker","Phoenix","lose"
"OgreMagi","SandKing","Jakiro","NyxAssassin","Luna","win"
"Lifestealer","Techies","Omniknight","Windranger","PhantomAssassin","lose"
"LegionCommander","PhantomLancer","QueenofPain","Bane","Pudge","win"
"BountyHunter","Zeus","Terrorblade","FacelessVoid","ShadowDemon","win"
"Pugna","Morphling","Windranger","Invoker","Pudge","lose"
"ShadowShaman","Undying","LegionCommander","Sniper","Puck","lose"
"Kunkka","Riki","Ursa","BountyHunter","Slark","win"
"KeeperoftheLight","Slark","DarkSeer","TrollWarlord","Invoker","win"
"Kunkka","Tinker","LegionCommander","FacelessVoid","SkywrathMage","lose"
"NightStalker","Riki","Venomancer","Tidehunter","Ursa","win"
"Bloodseeker","Sniper","Juggernaut","Enchantress","Puck","lose"
"BountyHunter","Tinker","Axe","WraithKing","Dazzle","win"
"AncientApparition","Slark","OutworldDevourer","Lion","Timbersaw","lose"
"Rubick","WraithKing","Ursa","Windranger","LegionCommander","lose"
"WitchDoctor","SpiritBreaker","VengefulSpirit","Juggernaut","PhantomAssassin","win"
"undefined","Rubick","Invoker","Lifestealer","PhantomLancer","win"
"Ursa","undefined","Morphling","Anti-Mage","undefined","lose"
"VengefulSpirit","ChaosKnight","Riki","PhantomAssassin","Axe","win"
"WraithKing","Undying","Meepo","Slardar","StormSpirit","lose"
"EmberSpirit","Alchemist","Oracle","PhantomAssassin","Zeus","win"
"Bristleback","Doom","Invoker","QueenofPain","Tiny","lose"
"Riki","Timbersaw","Slark","Anti-Mage","CrystalMaiden","win"
"Pudge","Venomancer","Necrophos","Bristleback","Slardar","lose"
"TreantProtector","Juggernaut","LoneDruid","Pudge","Abaddon","lose"
"ShadowDemon","Slark","Zeus","Timbersaw","Bloodseeker","win"
"SkywrathMage","Phoenix","Ursa","Tinker","Invoker","lose"
"Timbersaw","FacelessVoid","Gyrocopter","Lich","LegionCommander","win"
"SandKing","Axe","Timbersaw","Invoker","QueenofPain","lose"
"Sniper","PhantomAssassin","Lion","Ursa","Pudge","win"
"PhantomAssassin","Anti-Mage","Sven","Mirana","Juggernaut","lose"
"Morphling","DeathProphet","Axe","Zeus","Kunkka","win"
"Clinkz","Venomancer","Juggernaut","Kunkka","Lifestealer","lose"
"ShadowFiend","Invoker","VengefulSpirit","DrowRanger","Ursa","win"
"Morphling","WitchDoctor","PhantomAssassin","Juggernaut","Invoker","lose"
"Pugna","LegionCommander","Lion","Necrophos","Earthshaker","win"
"CrystalMaiden","Slark","Huskar","Juggernaut","Ursa","win"
"Clockwerk","Lion","Riki","Tiny","Lifestealer","lose"
"Omniknight","Mirana","NightStalker","Windranger","LegionCommander","win"
"Morphling","Pudge","Invoker","Clockwerk","ArcWarden","lose"
"Mirana","PhantomLancer","Bloodseeker","Alchemist","Clinkz","lose"
"Earthshaker","Sven","Ursa","ShadowShaman","Doom","win"
"Invoker","Tinker","Omniknight","Slark","Riki","win"
"StormSpirit","Phoenix","BountyHunter","ShadowShaman","Anti-Mage","lose"
"Lifestealer","QueenofPain","Juggernaut","Axe","EmberSpirit","lose"
"Mirana","ChaosKnight","Techies","Lion","Weaver","win"
"Riki","LoneDruid","Pudge","Tinker","FacelessVoid","lose"
"Zeus","CrystalMaiden","Axe","Ursa","Silencer","win"
"Sven","Riki","TemplarAssassin","ShadowShaman","Omniknight","win"
"Lina","Techies","ChaosKnight","Huskar","Bane","lose"
"Abaddon","Venomancer","EarthSpirit","Bristleback","Mirana","win"
"Slark","Dazzle","Tiny","OgreMagi","Viper","lose"
"LoneDruid","Tiny","Windranger","Invoker","Ursa","lose"
"Omniknight","Sniper","DrowRanger","PhantomAssassin","Sven","win"
"SkywrathMage","Invoker","Slark","Zeus","ShadowFiend","lose"
"LegionCommander","Timbersaw","Juggernaut","Lich","QueenofPain","win"
"QueenofPain","Timbersaw","Anti-Mage","Disruptor","Slark","win"
"Huskar","Terrorblade","Tinker","WraithKing","Nature'sProphet","lose"
"Huskar","TreantProtector","EarthSpirit","Bloodseeker","Necrophos","win"
"ChaosKnight","Bane","CrystalMaiden","DrowRanger","Windranger","lose"
"Tidehunter","DrowRanger","VengefulSpirit","Nature'sProphet","Weaver","win"
"Morphling","Clinkz","Rubick","Kunkka","Axe","lose"
"Anti-Mage","EarthSpirit","ElderTitan","Abaddon","SkywrathMage","lose"
"Oracle","Sven","CrystalMaiden","StormSpirit","TemplarAssassin","win"
"Rubick","Lifestealer","PhantomLancer","Lion","Leshrac","lose"
"Warlock","Zeus","TrollWarlord","Pudge","Sniper","win"
"QueenofPain","Kunkka","Mirana","VengefulSpirit","Lifestealer","win"
"Invoker","Chen","Pudge","Earthshaker","DrowRanger","lose"
"Doom","Brewmaster","Invoker","Bloodseeker","SandKing","lose"
"Techies","CrystalMaiden","LegionCommander","Slark","ShadowFiend","win"
"Riki","Juggernaut","Bloodseeker","Io","Tinker","win"
"Tidehunter","Invoker","BountyHunter","Jakiro","Slark","lose"
"DrowRanger","Tinker","Anti-Mage","Windranger","Dazzle","lose"
"Mirana","Bloodseeker","NightStalker","FacelessVoid","Zeus","win"
"Slardar","Magnus","Venomancer","Windranger","Alchemist","win"
"Mirana","Techies","AncientApparition","Ursa","Invoker","lose"
"WraithKing","Pudge","Necrophos","PhantomAssassin","Nature'sProphet","win"
"Riki","WinterWyvern","CrystalMaiden","Morphling","Bristleback","lose"
"LegionCommander","Invoker","Slardar","Razor","Anti-Mage","lose"
"Riki","Tinker","Huskar","EarthSpirit","DrowRanger","win"
"Tusk","LegionCommander","BountyHunter","PhantomAssassin","Batrider","lose"
"Necrophos","Tinker","Viper","DragonKnight","Alchemist","win"
"Windranger","Viper","Juggernaut","Medusa","ShadowDemon","lose"
"Clockwerk","ArcWarden","Silencer","Doom","Anti-Mage","win"
"Invoker","CentaurWarrunner","Juggernaut","Omniknight","OgreMagi","win"
"Silencer","Meepo","DrowRanger","WraithKing","TemplarAssassin","lose"
"OgreMagi","PhantomAssassin","Juggernaut","TrollWarlord","Alchemist","win"
"DrowRanger","Ursa","ShadowDemon","Tidehunter","Invoker","lose"
"BountyHunter","Batrider","Tinker","NyxAssassin","ElderTitan","lose"
"TreantProtector","Slark","Alchemist","EmberSpirit","Venomancer","win"
"Medusa","Zeus","Enchantress","Timbersaw","CrystalMaiden","win"
"Slark","Juggernaut","CentaurWarrunner","Enigma","VengefulSpirit","lose"
"WinterWyvern","LegionCommander","SkywrathMage","DragonKnight","EmberSpirit","lose"
"AncientApparition","Lifestealer","Sven","Alchemist","Tinker","win"
"Lion","DrowRanger","Windranger","TemplarAssassin","DeathProphet","lose"
"LegionCommander","Nature'sProphet","VengefulSpirit","PhantomAssassin","Riki","win"
"TrollWarlord","BountyHunter","Morphling","Sniper","Techies","lose"
"PhantomLancer","Anti-Mage","NightStalker","Mirana","Riki","win"
"Juggernaut","Silencer","Earthshaker","Axe","QueenofPain","lose"
"DeathProphet","WraithKing","Lich","Tidehunter","AncientApparition","win"
"Pudge","Lifestealer","Slark","DeathProphet","Slardar","lose"
"Beastmaster","VengefulSpirit","Axe","DrowRanger","DragonKnight","win"
"ShadowFiend","Lion","Sven","Slark","Lina","lose"
"FacelessVoid","WitchDoctor","Riki","Mirana","Tinker","win"
"Weaver","Clinkz","Batrider","Oracle","Juggernaut","win"
"Axe","BountyHunter","Timbersaw","Rubick","Terrorblade","lose"
"Alchemist","Axe","Windranger","Broodmother","ShadowShaman","lose"
"SkywrathMage","Enigma","DrowRanger","Pudge","ShadowFiend","win"
"PhantomAssassin","Nature'sProphet","Lion","Alchemist","Sven","lose"
"Slark","DrowRanger","EmberSpirit","OgreMagi","Tiny","win"
"Clockwerk","Axe","Lina","Slark","Silencer","lose"
"Enigma","EarthSpirit","PhantomAssassin","EmberSpirit","Omniknight","win"
"Morphling","Spectre","Pugna","Invoker","CrystalMaiden","win"
"Axe","Windranger","Tinker","Clinkz","Pudge","lose"
"Tinker","Rubick","Omniknight","Visage","Anti-Mage","lose"
"WinterWyvern","DrowRanger","Clinkz","SpiritBreaker","FacelessVoid","win"
"Slark","Invoker","AncientApparition","Venomancer","Juggernaut","win"
"Lifestealer","Earthshaker","Abaddon","Silencer","Windranger","lose"
"PhantomLancer","Huskar","Tinker","undefined","LegionCommander","win"
"EmberSpirit","undefined","EarthSpirit","WraithKing","Sven","lose"
"Riki","Juggernaut","Timbersaw","StormSpirit","Pudge","win"
"Morphling","Disruptor","Puck","Rubick","WraithKing","lose"
"SpiritBreaker","DrowRanger","LegionCommander","Mirana","Rubick","win"
"Lion","Enigma","Pudge","Magnus","Slark","lose"
"ChaosKnight","DrowRanger","Timbersaw","Enigma","Pudge","lose"
"PhantomAssassin","ShadowDemon","WraithKing","Sniper","Gyrocopter","win"
"PhantomAssassin","Venomancer","SpiritBreaker","Invoker","BountyHunter","win"
"SkywrathMage","Juggernaut","NightStalker","ShadowFiend","Lifestealer","lose"
"Enchantress","Luna","Slark","EmberSpirit","AncientApparition","win"
"Chen","Tinker","Medusa","Mirana","ShadowFiend","lose"
"TemplarAssassin","SandKing","Ursa","Rubick","Bristleback","win"
"FacelessVoid","Leshrac","Juggernaut","Mirana","Zeus","lose"
"Invoker","Juggernaut","Clockwerk","Riki","Pudge","win"
